Store Name (EN),Store Name (AR),Reason Not Eligible,Industry,Potential,Potential Score,Website,Emails,Phone Numbers,WhatsApp,Instagram,Twitter/X,TikTok,Snapchat,Categories,Online Presence,On Tabby,On Tamara,Tabby Directory Link,BNPL Services,Website Status,Description
medicine house laboratories,مختبرات دار الطب,Healthcare / clinic services,Healthcare Services (Clinics),High,90,https://mhlaboratory.com,c.care@localhost,"0540703340, 0566746001, 0568941968",,,daraltablab,,,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/medicine-house-laboratories-01900219-6491-2e6b-968a-5022cb5254c9,"paymentLink, split-in-4",ok,
Mid Film,ميد فيلم,Education / training services,Education & Training,High,90,https://mid-film.com/cors,info@mid-film.com,966544360900,+966544360900,https://instagram.com/mid_film,,midilm,,Training & Courses,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/mw-ss-wst-lfylm-llntj-l-lmy-lmry-y-wlmsmw-01935d4b-b276-dc10-4cca-6655a53ad76b,"paymentLink, split-in-4",ok,
MISMAR APP,MISMAR APP,Travel & tourism services,Travel & Tourism,High,90,https://mismarapp.com,info@mismarapp.com,"+966920033280, 966920035674",+966920035674,https://instagram.com/appmismar,mismarapp,mismarapp.sa,,Travel,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/mismar-app-01895385-411a-f93d-5a35-776a7564772b,"paymentLink, split-in-4",ok,
Music House PL,Music House PL,Education / training services,Education & Training,High,90,https://musichouse.sa,contact@musichouse.sa,"+966501394180, 0501708659, 05523674599",,https://instagram.com/musichouseksa,musichouseksa,,,Training & Courses,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/music-house,"paymentLink, split-in-4",ok,
Naeem,Naeem,Salon & spa services,Beauty Services (Salons & Spas),High,90,https://naeem.com.sa,contact@cg.sa,"+966550870025, 966550870025",+966550870025,https://instagram.com/get_naeem,get_naeem,,,Salons & Spas,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/Naeem-01895494-26f4-800c-c647-0ff71706473e,"paymentLink, split-in-4",ok,"Naem is an advanced cloud-based booking management system designed for personal care centers. It provides an effective scheduling solution for all operations and reservations within the system, tailor"
Network Address,عنوان الشبكات,Salon & spa services,Beauty Services (Salons & Spas),High,90,https://networkaddress.online,network.address2030@gmail.com,"+966504223730, +966537897110, 0537897110",,https://instagram.com/network_address,,network_address,,Salons & Spas,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/mtjr-nwn-lshbkt-01932c92-88ae-dc2b-6c0f-5af40ec6318c,"paymentLink, split-in-4",ok,
NOOR CLINICS Al Taawun,NOOR CLINICS Al Taawun,Healthcare / clinic services,Healthcare Services (Clinics),High,90,https://noor-clinics.com,info@noor-clinics.com,"0533893762, 920011190, 966538383265, 966920011190",+966920011190,https://instagram.com/noorclinicsss,noorclinics,noorclinicsksa,noorclinics1,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/noor-clinics,"paymentLink, split-in-4",ok,
Novo Genomics,Novo Genomics,Healthcare / clinic services,Healthcare Services (Clinics),High,90,https://novogenomics.sa,info@novogenomics.sa,"920032687, 966582706920",,https://instagram.com/novogenomics,novogenomics,,,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/novo-genomics-018953d9-4a0e-d67b-3384-b20449043eb6,"paymentLink, split-in-4",ok,"""BIOTECH LEADER, WITH SAUDI DNA"""
okaz institute,معهد عكاظ للتدريب,Education / training services,Education & Training,High,90,https://site.tamkeen.sa,okaz@tamkeen.sa,"00966530899072, 00966538465608",,,tamkeenltd,,,Training & Courses,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/okaz-institute-018a024f-8af7-176e-6a8f-13cca8a2cec3,"paymentLink, split-in-4",ok,"This merchant offers a wide range of products across various categories, catering to diverse customer needs. The selection includes high-quality items that are designed to enhance your lifestyle and m"
Passion Clinics,Passion Clinics,Healthcare / clinic services,Healthcare Services (Clinics),High,90,https://passionclinics.com,"info@passionclinic.com, info@passionclinics.com",920017232,+920017232,https://instagram.com/passionclinics,passion_clinics,passionclinics,,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/passion-clinics-01895488-71ce-94e6-ab49-102b47cf97b5,"paymentLink, split-in-4",ok,
Permanent Trust Company,شركة الثقة الدائمة المحدودة,Healthcare / clinic services,Healthcare Services (Clinics),High,90,https://tblue.co,"example@mysite.com, info@tblue.co","013664144, 0136641444, 05314453895",,,bolt,,,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/Permanent-Trust-Company-018dab7a-6d7a-8318-41a4-7d6d0e037813,"paymentLink, split-in-4",ok,"True Blue Dental is your destination for healthcare and wellness. We prioritize and respect medical standards, using them as a foundation to create beauty. Our services include dental implants, cosmet"
Pretty Clinic,Pretty Clinic,Healthcare / clinic services,Healthcare Services (Clinics),High,90,https://prettyclinic.store/products,prettyclinic2021@gmail.com,"+966500303402, 966500303402, 966505050505",,https://instagram.com/prettyclinics,prettyclinic1,prettyclinics,prettyclinic,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/Pretty-Clinic-018d877f-7bf7-6e07-a3a4-db1f2db81640,"paymentLink, split-in-4",ok,"Discover a variety of special offers and packages at our clinics, including dental, skin, and beauty services. We provide advanced treatments such as fillers, laser hair removal, Botox, carbon laser t"
professional medical care complex,professional medical care complex,Healthcare / clinic services,Healthcare Services (Clinics),High,90,https://procarecomplex.sa,info@procarecomplex.sa,966173181111,,https://instagram.com/procarecomplex,,procarecomplex,procarecomplex,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/professional-medical-care-complex-01890d36-7d47-3835-96d1-6a7cd81ce187,"paymentLink, split-in-4",ok,
Proleaders,Proleaders,Education / training services,Education & Training,High,90,https://proleadersco.com,ahmed.elzeiny@proleaderseg.com,"+966920003365, 0520162636, 0520162716, 0520162731, 05825242718",,https://instagram.com/proleadersco,proleadersco,proleadersco,,Training & Courses,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/proleaders-0189524d-f3aa-cc78-dbf6-e22617020c8f,"paymentLink, split-in-4",ok,
qessa travel and tourism,قصة للسفر والسياحة,Travel & tourism services,Travel & Tourism,High,90,https://qessatravel.com,info@qessatravel.com,"+966920015281, +966920032065, 05554870595, 966920032065",,https://instagram.com/qessatourism,,qessatravel,,Travel,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/qessa-travel-and-tourism-0190f82d-fc9c-0c7f-dbcd-8c80b8232958,"paymentLink, split-in-4",ok,
Rapidmindresign.com,Rapidmindresign.com,Salon & spa services,Beauty Services (Salons & Spas),High,90,https://rapidmindredesign.com,info@rapidmindredesign.com,+971562349797,+971562349797,"https://instagram.com/mind.redesigner.samira, https://instagram.com/mindredesignersam",samiraalexander,,,Salons & Spas,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/Rapidmindresign.com-018951c8-26b7-7a88-fbc5-98be74697d47,"paymentLink, split-in-4",ok,"Book a Rapid Transformational Therapy session online today with Samira Alexander, a British hypnotherapist based in Dubai and Abu Dhabi, trained by Marisa Peer."
Rezam,مركز زوم للتدريب,Education / training services,Education & Training,High,90,https://salla.sa/rezam_,rezam_@hotmail.com,"+966550227989, 0550227989",,"https://instagram.com/embed.js, https://instagram.com/rrez1m",,,,Training & Courses,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/mrkz-zwm-lltdryb-0193cff1-c60e-8a1b-5934-474e7109dd81,"paymentLink, split-in-4",ok,
Rouge Clinic,Rouge Clinic,Healthcare / clinic services,Healthcare Services (Clinics),High,90,https://rougeclinic.com,info@rougeclinic.com,"0558888473, 966114444433, 966114444433+, 966552222743, 966558888473",+966552222743,https://instagram.com/rougeclinic,rougeclinic,,,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/rouge-clinic,"paymentLink, split-in-4",ok,
SAFEERSABA,SAFEERSABA,Salon & spa services,Beauty Services (Salons & Spas),High,90,https://safeersaba.com,info@safeersaba.com,00112950980,,https://instagram.com/safersabaclub,safersabaclub,,,Salons & Spas,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/safeersaba-018f903a-45a6-9a82-0f68-2fdd1def1339,"paymentLink, split-in-4",ok,
SAMA TRAVEL CO,شركة سما للسفر والسياحة,Travel & tourism services,Travel & Tourism,High,90,https://samatravel-group.com,"i&#110;f&#111;&#64;sa&#109;at&#114;&#97;&#118;e&#108;&#45;&#103;&#114;&#111;&#117;&#112;.c&#111;&#109;, info@samatravel-group.com, mai&#108;&#116;o:&#105;n&#102;o&#064;&#115;a&#109;a&#116;r&#097;&#118;e&#108;&#045;g&#114;&#111;u&#112;.&#099;o&#109;","+966114730547, +966115206867, 920033896, 966501652999",+966501652999,https://instagram.com/samatravel.group,samatravelgroup,,samatravelgroup,Travel,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/SAMA-TRAVEL-CO-018b8a4f-8447-1d78-acee-8f9b6a3585fb,"paymentLink, split-in-4",ok,"Sama Company has been promoting tourism in the Kingdom since 1993, offering a variety of services all in one place."
saudi italy polyclinic,مجموعة السعودي الايطالي الطبية,Healthcare / clinic services,Healthcare Services (Clinics),High,90,https://simgroup-sa.com,info@sim.sa,"+966920007206, 05913791000, 966133730577, 966505050505, 966920007206",,https://instagram.com/simgroup_sa,simgroup_sa,simgroup_sa,simgroup_sa,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/saudi-italy-polyclinic-018a4094-6396-cfa2-ab34-4e36a749732f,"paymentLink, split-in-4",ok,
Scientific Administrative Institute,Scientific Administrative Institute,Salon & spa services,Beauty Services (Salons & Spas),High,90,https://sai.com.sa,info@sai.com.sa,"966555616334, 966555616334+, 966568263335",+966555616334,https://instagram.com/sai_jeddah,sai_jeddah,sai_jeddah,,Salons & Spas,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/Scientific-Administrative-Institute-01895246-27cb-7c35-8b11-2fc46b929bfb,"paymentLink, split-in-4",ok,A specialized and accredited training institute offering a variety of educational courses designed to enhance your skills and develop your professional future through innovative and structured trainin
scope,scope,Education / training services,Education & Training,High,90,https://scopehrd.org,"info@scopehrd.org, scope.ksa@scopehrd.org","+966539163536, +966563713883, 00201555220208, 0020482663166, 00966533477745, 00966563713883",+966539163536,https://instagram.com/scopethrd,scopethrd,scopethrd,scopethrd,Training & Courses,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/scope-019090d3-bf12-7a69-903f-e80ba6211d51,"paymentLink, split-in-4",ok,STHRD is a leading institution in the field of professional training and human resource development.
Sehaty Care,Sehaty Care,Healthcare / clinic services,Healthcare Services (Clinics),High,90,https://sehatycare.com,"info@sehatycare.com, markting@sehatycare.com","0504630335, 0550424342, 05882352941, 920006639, 966504630335, 966530483161",+966504630335,https://instagram.com/masante.medicale,masantemedicale,masante.medicale,,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/sehaty-care,"paymentLink, split-in-4",ok,
Shifa Jeddah Polyclinic,مجمع شفاء جدة الطبي,Healthcare / clinic services,Healthcare Services (Clinics),High,90,https://shifajeddah.com,contact@shifajeddahksa.com,"+966539557333, +966570434333, 966570434333",+966570434333,https://instagram.com/shifajeddahpolyclinic,"jeddahshifa, shifajeddah",shifajeddahpolyclinic,shifajeddahksa,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/Shifa-Jeddah-Polyclinic-0189ed64-29b0-a479-e83d-8f2baa094b71,"paymentLink, split-in-4",ok,Excellence in Quality Healthcare focuses on delivering high standards of medical services and patient care. The organization is committed to ensuring that all individuals receive the best possible hea
shooqe,مركز شوق التفاعل لتخاطب والنطق,Personal / professional services; Salon & spa services,Beauty Services (Salons & Spas),High,90,https://shooqe.com,shwq.altaf3l@gmail.com,"+966583530006, 966112082367",,,,,,"Personal & Professional Services, Salons & Spas, الخدمات الشخصية والمهنية",Online store + physical store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/mrkz-shwq-altfaal-ltkhatb-walntq-01895458-a28e-7229-5e55-fa8f27822bd3,"paymentLink, split-in-4",ok,
Sky Clinics,صيدليات ديار الشاطئ,Healthcare / clinic services,Healthcare Services (Clinics),High,90,https://skyclinic.net,skyclinic@skyclinic.net,"+966920009126, 05100012002, 920009126",,https://instagram.com/skyclinicsa,skyclinicsa,,skyclinicsa,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/sydlyat-dyar-alshate-018953b0-eef7-501e-470b-c21efdee904f,"paymentLink, split-in-4",ok,"A beauty clinic in Jeddah specialized in providing high-quality cosmetic services according to the highest international standards, with the latest equipment and skilled doctors."
SKYFLY TRAVEL AGENCY,SKYFLY TRAVEL AGENCY,Travel & tourism services,Travel & Tourism,High,90,https://skyflyksa.com,"kadry@wuilt.com, skyflyksamarketing@gmail.com, u003einfo@skyfly.com.sa","+966537395999, +966593130075, 05042025101, 966533471777, 966537395999, 966576468364","+966533471777, +966576468364",https://instagram.com/skyflyksa,skyflyksa,,,Travel,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/skyfly-travel-and-tourism,"paymentLink, split-in-4",ok,"We offer a wide range of services including ticket bookings, hotel accommodations, and customized travel packages to your preferences."
Smiling tooth dental clinic,Smiling tooth dental clinic,Healthcare / clinic services,Healthcare Services (Clinics),High,90,https://smilingtooth.com.sa,"info@smilingtooth.com.sa, jamalabdulhusien@gmail.com",0125585555,,https://instagram.com/smilingtoothdc,smilingtoothdc,,smilingtoothdc,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/smiling-tooth-dental-clinic,"paymentLink, split-in-4",ok,
Speak Up English School,Speak Up English School,Education / training services,Education & Training,High,90,https://speakupksa.com,%20info@speakupksa.com,"+966112333011, +966138039663, 0112333011, 0138039663, 0532000619, 0568870810","+966532000619, +966568870810",https://instagram.com/speakupksa,,,,Training & Courses,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/speak-up-english-school-018fb98e-aa81-57df-128c-6e8017756d5d,"paymentLink, split-in-4",ok,
Staff developmenttraining center,مركز تطوير الموظفين للتدريب,Education / training services,Education & Training,High,90,https://staff.com.sa,coordinator@staff.com.sa,"+966133637584, +966138677141, +966501577100, +966571295781, 0501577100, 966571295781",+966571295781,https://instagram.com/stdcjubail,staffdtc,,,Training & Courses,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/staff-developmenttraining-center-0190bf6a-2c6f-a98f-fb10-684c05c2f183,"paymentLink, split-in-4",ok,
